1	8.1
1	7.61
1	5.6
1	6.02
1	6.23
1	6.21
1	2.89
1	4.41
1	5.78
1	2.135
1	3.16
1	5.24
1	5.3
1	5.41
1	2.3
1	2.5
1	1.2
1	2.68
1	1.6
1	2.04
1	2.64
1	2.28
1	6.8
1	1.4
1	7.3
1	1.6
1	1.2
1	3.3
1	3.46
1	3.71
1	2.25
1	3
1	2.72
1	6.7
1	7.12
1	6.95
1	4.88
1	3.73
1	4.4
1	5.51
1	4.91
1	7.21
1	6.5
1	6.3
1	5.39
1	5.2
1	2.7
1	3.6
1	5.68
1	5.63
1	6.83
1	4.28
1	6.41
1	6.61
1	4.31
1	6.9
1	6.91
1	5.41
1	4.23
1	5.65
1	4.23
1	3.86
1	3.5
1	3.5
1	1.4
1	5
1	3.8
1	4.5
1	10.7
1	10.8
1	10.2
1	3.8
1	2.7
1	5.2
1	4
1	5.25
1	4.3
1	5.4
1	4.26
1	5.6
1	5.4
1	4.9
1	4.2
1	3.1
1	2.3
1	4.8
1	5.75
1	2.8
1	2.5
1	3.3
1	2.8
1	2.1
1	3.2
1	2.4
1	3.2
1	1.7
1	1.4
1	2.1
1	2
1	1.7
1	1.5
1	1.7
1	2.1
1	4.5
1	2.3
1	3.4
1	3.6
1	4.1
1	2
1	5.26
1	2.9
1	4.8
1	2.7
1	6.9
1	2.76
1	5.6
1	3.5
1	7.5
1	2.35
1	1.6
1	1.3
1	1.9
1	6.9
1	5.2
1	5.4
1	6.8
1	6.8
1	5.2
1	5.3
1	4.1
1	4
1	4.2
1	3.4
1	4.2
1	4.5
1	4.3
1	4.4
1	3.9
1	5.15
1	3.6
1	2.6
1	4.1
1	4.1
1	3.7
1	3.2
1	2.1
1	3.05
1	5.6
1	6.8
1	5.3
1	5.45
1	5.2
1	5.3
1	4.58
